ID,probabilities
1,0.0005913958631875436
2,0.09132664746995127
3,0.07018812361201622
4,0.9939978355470579
5,0.004777366852839002
6,0.9999999288036523
7,0.9998115442825599
8,0.9999992980654449
9,4.986635812056118e-06
10,0.0032086138960171133
11,3.453471250456166e-07
12,0.9957585661620528
13,0.9999892526569435
14,0.9955866278841942
15,0.9691413944039704
16,0.999999986846489
17,0.9916160791909375
18,0.00021292186518278124
19,0.9999086906694198
20,0.025468097859527906
21,0.035770061360779495
22,0.03589588840444176
23,0.9995471961608503
24,0.9999999996978128
25,0.5555883557117581
26,0.736065529442864
27,0.6254789992058334
28,0.6814707399001716
29,1.734670973020404e-07
30,0.0006030520510027643
31,0.8154222172401603
32,0.007482243161445551
33,0.0016157539278829542
34,0.9996391125590384
35,9.798140074743492e-05
36,0.8778289882510586
37,0.999997891387373
38,1.663908170474979e-07
39,0.00017039916628441623
40,0.08248028569766422
41,0.9991415952217121
42,0.9820239031043646
43,0.09173000817085732
44,0.0009910566024785696
45,0.8315214542738395
46,3.7959619100267547e-06
47,0.9953541077240549
48,4.5742926145649365e-05
49,0.5065025825831384
50,0.004941104860623106
51,0.9999999999622453
52,0.0004209418803827554
53,6.0359766721151706e-05
54,0.9580884848638582
55,0.03275776589937826
56,0.9999304523763144
57,0.9591973598207711
58,0.010816591901297901
59,0.003837150937644142
60,0.9966464864791784
61,0.001277008317604396
62,0.9823088172640183
63,0.9915146260634738
64,0.9999977316798804
65,0.20685989742955774
66,0.01852143786551297
67,0.6446924308907995
68,0.9688696193362678
69,0.002916352092485521
70,0.016446032096482783
71,0.010538429945811563
72,0.968835117443718
73,1.74746831542654e-05
74,0.6821943356751179
75,0.5083786176945156
76,0.9996779420130989
77,0.953601431018854
78,0.017567603945908047
79,0.0017973925327566163
80,0.9803757721293598
81,0.017957393007490594
82,0.06570070928027448
83,0.8973824341042146
84,2.897548923972758e-06
85,0.9999999999658213
86,0.9947601831528646
87,0.050198775705882555
88,0.0003813432070107169
89,0.9219190367484642
90,0.9959793090271767
91,0.015953696277306473
92,0.9752498251052807
93,0.9555155874381474
94,0.9995893088527883
95,0.9802848396728034
96,0.9991854499203527
97,0.9979890267836115
98,0.9999987397604965
99,0.9987942848079853
100,0.6702257628289622
101,4.1254232012875575e-05
102,9.509904771390046e-05
103,0.9800683833700874
104,0.0004241457288922753
105,0.04293819383343877
106,0.877081966124445
107,7.371578904753666e-07
108,0.0005308679414747584
109,0.0005638773128662957
110,0.01118927621673023
111,0.9738807385660982
112,4.490951871302094e-08
113,0.8669614172133114
114,0.9969727573596474
115,0.2570399363768002
116,0.9977822870003035
117,0.9999999999851363
118,0.0010971795877652432
119,0.07352763839296722
120,3.617830232122165e-05
121,0.014597088156422418
122,3.458915811281055e-08
123,0.9999797168141273
124,5.689727412814261e-07
125,0.06163781021880368
126,0.988712039000715
127,5.682638295407421e-07
128,0.9963371537741473
129,0.006885681471437744
130,0.04955399478359614
131,0.9408370862103115
132,0.9998566967358856
133,0.0007134614247825792
134,0.03603888532546414
135,0.00017842610514830275
136,0.9999948382387517
137,0.003162810423093136
138,0.893781085729848
139,0.9977644702101063
140,0.9971390999258711
141,0.10689861713719805
142,0.0029847530355541223
143,0.9999997452271735
144,0.0010020244844349485
145,0.8634539099357582
146,0.00034869215830261093
147,0.9976998087021718
148,0.9999063682537016
149,0.9504995287770666
150,6.014644072631686e-08
151,6.800139539945903e-07
152,0.9999999914603711
153,0.07579686766038778
154,0.99925641860295
155,1.6804890013882702e-09
156,0.9999999123212441
157,0.6329441307882973
158,0.9999962846629428
159,0.040742711269190775
160,0.0004044147171595956
161,0.025413216913896742
162,0.06973403779027898
163,0.9994259478557731
164,0.9998651506488715
165,0.007576826941517737
166,0.9999999163508341
167,0.0016547719186266452
168,1.7243278158265e-07
169,1.72829808901965e-05
170,0.04844342495707784
171,0.9912844822465818
172,0.0032542319458068844
173,0.9459164577208112
174,0.9922656814163894
175,0.00021730691744626448
176,3.0546735714451503e-07
177,0.999995683122503
178,0.00028408208010927876
179,0.011565270305432905
180,0.9997727215409625
181,0.9975484160475567
182,0.0014644359306271604
183,0.9997061843018605
184,0.9952284085971345
185,0.14999591823358377
186,0.027794846651300553
187,0.9975656931415375
188,0.018932670731355964
189,0.9999638673473116
190,0.2537537012064074
191,0.9696429124197573
192,0.9999998476069248
193,4.458884727854102e-05
194,0.01995257047365353
195,0.0016385303057908447
196,0.0093188835673341
197,0.0020980296536530145
198,0.005014435770657542
199,0.005794589110727115
200,0.16354264843297495
201,0.9999999999691778
202,0.017103541515513857
203,0.1598042289138665
204,0.9997087797566813
205,0.9999927281703798
206,0.9999997133259562
207,0.9999997894557268
208,0.05693390603686441
209,0.0017689336175540416
210,0.052969830339955164
211,5.6747101744579535e-05
212,0.9999947334036028
213,0.9996585525030686
214,0.9999999999831997
215,3.1295099224105247e-06
216,0.001626687749957834
217,0.9999999530111039
218,0.9999974640228543
219,0.03638948881045822
220,0.9889916162216691
221,0.13463051270230325
222,7.62438479462968e-05
223,0.9999999998671649
224,2.29089227243389e-06
225,0.003881655637329537
226,0.007274769535875691
227,0.9885977570601907
228,0.9998877237717338
229,0.9999999996469291
230,9.946783092591061e-08
231,0.0203488971167816
232,0.0430358029744383
233,0.04048893323490773
234,0.9987816497885504
235,0.9999437383735206
236,0.9995122820523706
237,0.27224709603553215
238,0.9763507414660139
239,0.0003358790973191531
240,0.7117552551801318
241,0.14756723648508469
242,0.006379611476371184
243,0.97296787460906
244,0.9515335866442682
245,0.3870737826694515
246,0.9989839717587063
247,0.9999247199556295
248,0.002683583734715445
249,0.9999699645642933
250,0.0019794968766335564
251,0.0013229266337372076
252,0.001826705639833608
253,0.0002753841486092779
254,1.658405726918353e-09
255,0.999826088696191
256,0.00021727519406390433
257,0.04974479138934001
258,0.012959459616440062
259,0.0505791340993372
260,0.20585828225421476
261,0.6141922457933814
262,0.9281165154577913
263,0.017114494488287866
264,0.13355444667174984
265,0.9734569043736943
266,0.9999877465926134
267,0.9985980831140366
268,0.9746146092145743
269,0.9591284948893088
270,0.9807279328017618
271,0.9996848798041392
272,0.0036010871192292317
273,0.9996344168220803
274,3.3539961737273694e-05
275,0.9294450358778806
276,0.9994301109319751
277,0.9489387802876929
278,0.994086850701171
279,0.000442219981873776
280,0.9629237072672081
281,0.013830802939811227
282,0.48725068131437105
283,0.00043338110704432603
284,0.9999679570326161
285,0.9999988440556925
286,0.021308860578154443
287,0.9999804011167862
288,0.9347159197077123
289,0.9879697962599383
290,0.9988657971557308
291,0.0564325366164283
292,0.9735249846256767
